index,Bodyarea,Exercise Name,Set,AverageWeight,Reps,Distance,Seconds,Notes,Workout Notes
1410,"Lower","Deadlift",2,275,5,0,0,"",""
1411,"Lower","Deadlift",3,345,5,0,0,"",""
1412,"Lower","Deadlift",4,345,5,0,0,"",""
1413,"Lower","Deadlift",5,345,5,0,0,"",""
1414,"Lower","Squat (Barbell)",1,185,6,0,0,"",""
1415,"Lower","Squat (Barbell)",2,185,6,0,0,"",""
1416,"Lower","Squat (Barbell)",3,185,6,0,0,"",""
1417,"Lower","Squat (Barbell)",4,235,6,0,0,"",""
1418,"Lower","Squat (Barbell)",5,275,6,0,0,"",""
1419,"Lower","Squat (Barbell)",6,275,6,0,0,"",""
1420,"Lower","Deadlift (Barbell)",1,205,5,0,0,"",""
1421,"Lower","Deadlift (Barbell)",2,275,5,0,0,"",""
1422,"Lower","Deadlift (Barbell)",3,345,5,0,0,"",""
1423,"Lower","Deadlift (Barbell)",4,345,5,0,0,"",""
1424,"Lower","Deadlift (Barbell)",5,345,5,0,0,"",""
1425,"Chest","Incline Bench Press",1,135,6,0,0,"",""
1426,"Chest","Incline Bench Press",2,225,6,0,0,"",""
1427,"Chest","Incline Bench Press",3,240,8,0,0,"",""
1428,"Chest","Incline Bench Press",4,240,8,0,0,"",""
1429,"Chest","Incline Bench Press",5,240,6,0,0,"",""
1430,"Chest","Incline Bench Press",6,135,10,0,0,"",""
1431,"Chest","Weighted dips",1,0,10,0,0,"",""
1432,"Chest","Weighted dips",2,0,10,0,0,"",""
1433,"Chest","Weighted dips",3,45,8,0,0,"",""
1434,"Chest","Weighted dips",4,115,8,0,0,"",""
1435,"Chest","Weighted dips",5,0,8,0,0,"",""
1436,"Chest","Lateral Raise",1,50,8,0,0,"",""
1437,"Chest","Incline Bench Press (Barbell)",1,135,6,0,0,"",""
1438,"Chest","Incline Bench Press (Barbell)",2,225,6,0,0,"",""
1439,"Chest","Incline Bench Press (Barbell)",3,240,8,0,0,"",""
1440,"Chest","Incline Bench Press (Barbell)",4,240,8,0,0,"",""
1441,"Chest","Incline Bench Press (Barbell)",5,240,6,0,0,"",""
1442,"Chest","Incline Bench Press (Barbell)",6,135,10,0,0,"",""
1443,"Chest","Weighted dips",1,0,10,0,0,"",""
1444,"Chest","Weighted dips",2,0,10,0,0,"",""
1445,"Chest","Weighted dips",3,45,8,0,0,"",""
1446,"Chest","Weighted dips",4,115,8,0,0,"",""
1447,"Chest","Weighted dips",5,0,8,0,0,"",""
1448,"Chest","Lateral Raise (Dumbbells)",1,50,8,0,0,"",""
1449,"Back","Chin Up",1,45,12,0,0,"",""
1450,"Back","Chin Up",2,45,12,0,0,"",""
1451,"Back","Chin Up",3,45,11,0,0,"",""
1452,"Back","T-bar Row",1,90,12,0,0,"",""
1453,"Back","T-bar Row",2,90,12,0,0,"",""
1454,"Back","T-bar Row",3,115,12,0,0,"",""
1455,"Back","T-bar Row",4,115,12,0,0,"",""
1456,"Back","T-bar Row",5,115,12,0,0,"",""
1457,"Back","Chin Up",1,45,12,0,0,"",""
1458,"Back","Chin Up",2,45,12,0,0,"",""
1459,"Back","Chin Up",3,45,11,0,0,"",""
1460,"Back","T-bar Row",1,90,12,0,0,"",""
1461,"Back","T-bar Row",2,90,12,0,0,"",""
1462,"Back","T-bar Row",3,115,12,0,0,"",""
1463,"Back","T-bar Row",4,115,12,0,0,"",""
1464,"Back","T-bar Row",5,115,12,0,0,"",""
1465,"Chest","Incline Bench Press",1,240,8,0,0,"",""
1466,"Chest","Incline Bench Press",2,240,8,0,0,"",""
1467,"Chest","Incline Bench Press",3,240,8,0,0,"",""
1468,"Chest","Incline Bench Press",4,240,8,0,0,"",""
1469,"Chest","Weighted dips",1,0,8,0,0,"",""
1470,"Chest","Weighted dips",2,0,8,0,0,"",""
1471,"Chest","Weighted dips",3,0,8,0,0,"",""
1472,"Chest","Incline Bench Press (Barbell)",1,240,8,0,0,"",""
1473,"Chest","Incline Bench Press (Barbell)",2,240,8,0,0,"",""
1474,"Chest","Incline Bench Press (Barbell)",3,240,8,0,0,"",""
1475,"Chest","Incline Bench Press (Barbell)",4,240,8,0,0,"",""
1476,"Chest","Weighted dips",1,0,8,0,0,"",""
1477,"Chest","Weighted dips",2,0,8,0,0,"",""
1478,"Chest","Weighted dips",3,0,8,0,0,"",""
1479,"Back","Chin Up",1,0,10,0,0,"",""
1480,"Back","Chin Up",2,0,10,0,0,"",""
1481,"Back","Chin Up",3,0,10,0,0,"",""
1482,"Back","Chin Up",4,0,10,0,0,"",""
1483,"Back","Chin Up",5,0,10,0,0,"",""
1484,"Back","Chin Up",6,0,10,0,0,"",""
1485,"Back","Lat Pulldown ",1,145,10,0,0,"",""
1486,"Back","Lat Pulldown ",2,145,10,0,0,"",""
1487,"Back","Lat Pulldown ",3,145,10,0,0,"",""
1488,"Back","Bicep Curl (Barbell)",1,70,10,0,0,"",""
1489,"Back","Bicep Curl (Barbell)",2,70,10,0,0,"",""
1490,"Back","Rear delt fly",1,115,10,0,0,"",""
1491,"Back","Rear delt fly",2,115,10,0,0,"",""
1492,"Back","Hammer back row wide 45 angle",1,180,10,0,0,"",""
1493,"Back","Hammer back row wide 45 angle",2,180,10,0,0,"",""
1494,"Back","Chin Up",1,0,10,0,0,"",""
1495,"Back","Chin Up",2,0,10,0,0,"",""
1496,"Back","Chin Up",3,0,10,0,0,"",""
1497,"Back","Chin Up",4,0,10,0,0,"",""
1498,"Back","Chin Up",5,0,10,0,0,"",""
1499,"Back","Chin Up",6,0,10,0,0,"",""
1500,"Back","Bicep Curl (barbell )",1,70,10,0,0,"",""
1501,"Back","Bicep Curl (barbell )",2,70,10,0,0,"",""
1502,"Back","Lat Pulldown",1,145,10,0,0,"",""
1503,"Back","Lat Pulldown",2,145,10,0,0,"",""
1504,"Back","Lat Pulldown",3,145,10,0,0,"",""
1505,"Back","Rear delt fly",1,115,10,0,0,"",""
1506,"Back","Rear delt fly",2,115,10,0,0,"",""
1507,"Back","Hammer back row wide 45 angle",1,180,10,0,0,"",""
1508,"Back","Hammer back row wide 45 angle",2,180,10,0,0,"",""
1509,"Chest","Incline Bench Press (Barbell)",1,240,8,0,0,"",""
1510,"Chest","Incline Bench Press (Barbell)",2,225,8,0,0,"",""
1511,"Chest","Incline Bench Press (Barbell)",3,225,8,0,0,"",""
1512,"Chest","Incline Bench Press (Barbell)",4,225,8,0,0,"",""
1513,"Chest","Incline Bench Press (Barbell)",5,135,8,0,0,"",""
1514,"Chest","Incline Bench Press (Barbell)",6,135,8,0,0,"",""
1515,"Chest","Incline Bench Press (Barbell)",7,185,5,0,0,"",""
1516,"Chest","Seated Shoulder  Press (Barbell)",1,135,8,0,0,"",""
1517,"Chest","Seated Shoulder  Press (Barbell)",2,135,8,0,0,"",""
1518,"Chest","Seated Shoulder  Press (Barbell)",3,185,8,0,0,"",""
1519,"Chest","Seated Shoulder  Press (Barbell)",4,185,8,0,0,"",""
1520,"Chest","Incline Bench Press",1,240,8,0,0,"",""
1521,"Chest","Incline Bench Press",2,225,8,0,0,"",""
1522,"Chest","Incline Bench Press",3,225,8,0,0,"",""
1523,"Chest","Incline Bench Press",4,225,8,0,0,"",""
1524,"Chest","Incline Bench Press",5,135,8,0,0,"",""
1525,"Chest","Incline Bench Press",6,135,8,0,0,"",""
1526,"Chest","Incline Bench Press",7,185,5,0,0,"",""
1527,"Chest","Seated Military Press",1,135,8,0,0,"",""
1528,"Chest","Seated Military Press",2,135,8,0,0,"",""
1529,"Chest","Seated Military Press",3,185,8,0,0,"",""
1530,"Chest","Seated Military Press",4,185,8,0,0,"",""
1531,"Back","Chin Up",1,45,12,0,0,"",""
1532,"Back","Chin Up",2,45,12,0,0,"",""
1533,"Back","Chin Up",3,45,10,0,0,"",""
1534,"Back","Chin Up",4,45,10,0,0,"",""
1535,"Back","Seated Row",1,190,10,0,0,"",""
1536,"Back","Seated Row",2,190,10,0,0,"",""
1537,"Back","Seated Row",3,190,10,0,0,"",""
1538,"Back","Rear delt fly",1,115,15,0,0,"",""
1539,"Back","Rear delt fly",2,115,15,0,0,"",""
1540,"Back","Rear delt fly",3,115,15,0,0,"",""
1541,"Back","Bicep Curl (barbell )",1,95,10,0,0,"",""
1542,"Back","Bicep Curl (barbell )",2,95,10,0,0,"",""
1543,"Back","Bicep Curl (barbell )",3,95,10,0,0,"",""
1544,"Back","Chin Up",1,45,12,0,0,"",""
1545,"Back","Chin Up",2,45,12,0,0,"",""
1546,"Back","Chin Up",3,45,10,0,0,"",""
1547,"Back","Chin Up",4,45,10,0,0,"",""
1548,"Back","Seated Cable Row (close Grip)",1,190,10,0,0,"",""
1549,"Back","Seated Cable Row (close Grip)",2,190,10,0,0,"",""
1550,"Back","Seated Cable Row (close Grip)",3,190,10,0,0,"",""
1551,"Back","Rear delt fly",1,115,15,0,0,"",""
1552,"Back","Rear delt fly",2,115,15,0,0,"",""
1553,"Back","Rear delt fly",3,115,15,0,0,"",""
1554,"Back","Bicep Curl (Barbell)",1,95,10,0,0,"",""
1555,"Back","Bicep Curl (Barbell)",2,95,10,0,0,"",""
1556,"Back","Bicep Curl (Barbell)",3,95,10,0,0,"",""
1557,"Lower","Squat",1,225,5,0,0,"",""
1558,"Lower","Squat",2,185,6,0,0,"",""
1559,"Lower","Squat",3,185,6,0,0,"",""
1560,"Lower","Squat",4,225,6,0,0,"",""
1561,"Lower","Squat",5,275,8,0,0,"",""
1562,"Lower","Squat",6,275,8,0,0,"",""
1563,"Lower","Squat",7,275,8,0,0,"",""
1564,"Lower","Squat",8,275,8,0,0,"",""
1565,"Lower","Squat (Barbell)",1,225,5,0,0,"",""
1566,"Lower","Squat (Barbell)",2,185,6,0,0,"",""
1567,"Lower","Squat (Barbell)",3,185,6,0,0,"",""
1568,"Lower","Squat (Barbell)",4,225,6,0,0,"",""
1569,"Lower","Squat (Barbell)",5,275,8,0,0,"",""
1570,"Lower","Squat (Barbell)",6,275,8,0,0,"",""
1571,"Lower","Squat (Barbell)",7,275,8,0,0,"",""
1572,"Lower","Squat (Barbell)",8,275,8,0,0,"",""
1573,"Chest","Incline Bench Press (Barbell)",1,185,6,0,0,"",""
1574,"Chest","Incline Bench Press (Barbell)",2,185,6,0,0,"",""
1575,"Chest","Incline Bench Press (Barbell)",3,235,8,0,0,"",""
1576,"Chest","Incline Bench Press (Barbell)",4,235,8,0,0,"",""
1577,"Chest","Incline Bench Press (Barbell)",5,235,8,0,0,"",""
1578,"Chest","Weighted dips",1,0,10,0,0,"",""
1579,"Chest","Weighted dips",2,0,10,0,0,"",""
1580,"Chest","Weighted dips",3,115,8,0,0,"",""
1581,"Chest","Weighted dips",4,115,8,0,0,"",""
1582,"Chest","Weighted dips",5,115,8,0,0,"",""
1583,"Chest","Incline Bench Press",1,185,6,0,0,"",""
1584,"Chest","Incline Bench Press",2,185,6,0,0,"",""
1585,"Chest","Incline Bench Press",3,235,8,0,0,"",""
1586,"Chest","Incline Bench Press",4,235,8,0,0,"",""
1587,"Chest","Incline Bench Press",5,235,8,0,0,"",""
1588,"Chest","Weighted dips",1,0,10,0,0,"",""
1589,"Chest","Weighted dips",2,0,10,0,0,"",""
1590,"Chest","Weighted dips",3,115,8,0,0,"",""
1591,"Chest","Weighted dips",4,115,8,0,0,"",""
1592,"Chest","Weighted dips",5,115,8,0,0,"",""
1593,"Shoulder","Lateral Raise (Dumbbells)",1,50,12,0,0,"",""
1594,"Shoulder","Lateral Raise (Dumbbells)",2,50,12,0,0,"",""
1595,"Shoulder","Weighted dips",1,0,10,0,0,"",""
1596,"Shoulder","Weighted dips",2,45,10,0,0,"",""
1597,"Shoulder","Weighted dips",3,45,10,0,0,"",""
1598,"Shoulder","Weighted dips",4,90,10,0,0,"",""
1599,"Shoulder","Weighted dips",5,45,8,0,0,"",""
1600,"Shoulder","Seated Shoulder  Press (Barbell)",1,135,8,0,0,"",""
1601,"Shoulder","Seated Shoulder  Press (Barbell)",2,185,8,0,0,"",""
1602,"Shoulder","Seated Shoulder  Press (Barbell)",3,195,8,0,0,"",""
1603,"Shoulder","Seated Shoulder  Press (Barbell)",4,195,8,0,0,"",""
1604,"Shoulder","Seated Shoulder  Press (Barbell)",5,200,8,0,0,"",""
1605,"Shoulder","Seated Shoulder  Press (Barbell)",6,205,8,0,0,"",""
1606,"Shoulder","Lateral Raise",1,50,12,0,0,"",""
1607,"Shoulder","Lateral Raise",2,50,12,0,0,"",""
1608,"Shoulder","Weighted dips",1,0,10,0,0,"",""
1609,"Shoulder","Weighted dips",2,45,10,0,0,"",""
1610,"Shoulder","Weighted dips",3,45,10,0,0,"",""
1611,"Shoulder","Weighted dips",4,90,10,0,0,"",""
1612,"Shoulder","Weighted dips",5,45,8,0,0,"",""
1613,"Shoulder","Seated Military Press",1,135,8,0,0,"",""
1614,"Shoulder","Seated Military Press",2,185,8,0,0,"",""
1615,"Shoulder","Seated Military Press",3,195,8,0,0,"",""
1616,"Shoulder","Seated Military Press",4,195,8,0,0,"",""
1617,"Shoulder","Seated Military Press",5,200,8,0,0,"",""
1618,"Shoulder","Seated Military Press",6,205,8,0,0,"",""
1619,"Lower","Squat",1,225,6,0,0,"",""
1620,"Lower","Squat",2,225,6,0,0,"",""
1621,"Lower","Squat",3,275,8,0,0,"",""
1622,"Lower","Squat",4,275,8,0,0,"",""
1623,"Lower","Squat",5,315,6,0,0,"",""
1624,"Lower","Squat",6,315,8,0,0,"",""
1625,"Lower","Squat",7,315,8,0,0,"",""
1626,"Lower","Squat (Barbell)",1,225,6,0,0,"",""
1627,"Lower","Squat (Barbell)",2,225,6,0,0,"",""
1628,"Lower","Squat (Barbell)",3,275,8,0,0,"",""
1629,"Lower","Squat (Barbell)",4,275,8,0,0,"",""
1630,"Lower","Squat (Barbell)",5,315,6,0,0,"",""
1631,"Lower","Squat (Barbell)",6,315,8,0,0,"",""
1632,"Lower","Squat (Barbell)",7,315,8,0,0,"",""
1633,"Chest","Incline Bench Press",1,135,8,0,0,"",""
1634,"Chest","Incline Bench Press",2,135,8,0,0,"",""
1635,"Chest","Incline Bench Press",3,185,8,0,0,"",""
1636,"Chest","Incline Bench Press",4,235,8,0,0,"",""
1637,"Chest","Incline Bench Press",5,235,8,0,0,"",""
1638,"Chest","Incline Bench Press",6,235,8,0,0,"",""
1639,"Chest","Seated Military Press",1,135,8,0,0,"",""
1640,"Chest","Seated Military Press",2,175,10,0,0,"",""
1641,"Chest","Seated Military Press",3,175,10,0,0,"",""
1642,"Chest","Seated Military Press",4,175,10,0,0,"",""
1643,"Chest","Lateral Raise",1,50,10,0,0,"",""
1644,"Chest","Lateral Raise",2,50,10,0,0,"",""
1645,"Chest","Lateral Raise",3,50,10,0,0,"",""
1646,"Chest","Incline Bench Press (Barbell)",1,135,8,0,0,"",""
1647,"Chest","Incline Bench Press (Barbell)",2,135,8,0,0,"",""
1648,"Chest","Incline Bench Press (Barbell)",3,185,8,0,0,"",""
1649,"Chest","Incline Bench Press (Barbell)",4,235,8,0,0,"",""
1650,"Chest","Incline Bench Press (Barbell)",5,235,8,0,0,"",""
1651,"Chest","Incline Bench Press (Barbell)",6,235,8,0,0,"",""
1652,"Chest","Seated Shoulder  Press (Barbell)",1,135,8,0,0,"",""
1653,"Chest","Seated Shoulder  Press (Barbell)",2,175,10,0,0,"",""
1654,"Chest","Seated Shoulder  Press (Barbell)",3,175,10,0,0,"",""
1655,"Chest","Seated Shoulder  Press (Barbell)",4,175,10,0,0,"",""
1656,"Chest","Lateral Raise (Dumbbells)",1,50,10,0,0,"",""
1657,"Chest","Lateral Raise (Dumbbells)",2,50,10,0,0,"",""
1658,"Chest","Lateral Raise (Dumbbells)",3,50,10,0,0,"",""
1659,"Back","Chin Up",1,0,10,0,0,"",""
1660,"Back","Chin Up",2,52.5,10,0,0,"",""
1661,"Back","Chin Up",3,52.5,10,0,0,"",""
1662,"Back","Chin Up",4,45,8,0,0,"",""
1663,"Back","Chin Up",5,0,8,0,0,"",""
1664,"Back","Seated Row",1,150,12,0,0,"",""
1665,"Back","Seated Row",2,150,12,0,0,"",""
1666,"Back","Seated Row",3,150,12,0,0,"",""
1667,"Back","Seated Row",4,150,12,0,0,"",""
1668,"Back","Bicep Curl (barbell )",1,95,10,0,0,"",""
1669,"Back","Bicep Curl (barbell )",2,95,10,0,0,"",""
1670,"Back","Bicep Curl (barbell )",3,95,10,0,0,"",""
1671,"Back","Rear delt fly",1,130,12,0,0,"",""
1672,"Back","Rear delt fly",2,130,12,0,0,"",""
1673,"Back","Rear delt fly",3,130,12,0,0,"",""
1674,"Back","Chin Up",1,0,10,0,0,"",""
1675,"Back","Chin Up",2,52.5,10,0,0,"",""
1676,"Back","Chin Up",3,52.5,10,0,0,"",""
1677,"Back","Chin Up",4,45,8,0,0,"",""
1678,"Back","Chin Up",5,0,8,0,0,"",""
1679,"Back","Seated Cable Row (close Grip)",1,150,12,0,0,"",""
1680,"Back","Seated Cable Row (close Grip)",2,150,12,0,0,"",""
1681,"Back","Seated Cable Row (close Grip)",3,150,12,0,0,"",""
1682,"Back","Seated Cable Row (close Grip)",4,150,12,0,0,"",""
1683,"Back","Bicep Curl (Barbell)",1,95,10,0,0,"",""
1684,"Back","Bicep Curl (Barbell)",2,95,10,0,0,"",""
1685,"Back","Bicep Curl (Barbell)",3,95,10,0,0,"",""
1686,"Back","Rear delt fly",1,130,12,0,0,"",""
1687,"Back","Rear delt fly",2,130,12,0,0,"",""
1688,"Back","Rear delt fly",3,130,12,0,0,"",""
1689,"Lower","Squat",1,135,6,0,0,"",""
1690,"Lower","Squat",2,185,6,0,0,"",""
1691,"Lower","Squat",3,225,6,0,0,"",""
1692,"Lower","Squat",4,275,6,0,0,"",""
1693,"Lower","Squat",5,315,8,0,0,"",""
1694,"Lower","Squat",6,315,8,0,0,"",""
1695,"Lower","Squat",7,315,8,0,0,"",""
1696,"Lower","Cycling",1,0,0,2,660,"",""
1697,"Lower","Leg outward fly",1,110,12,0,0,"",""
1698,"Lower","Leg outward fly",2,110,12,0,0,"",""
1699,"Lower","Leg outward fly",3,110,12,0,0,"",""
1700,"Lower","Squat (Barbell)",1,135,6,0,0,"",""
1701,"Lower","Squat (Barbell)",2,185,6,0,0,"",""
1702,"Lower","Squat (Barbell)",3,225,6,0,0,"",""
1703,"Lower","Squat (Barbell)",4,275,6,0,0,"",""
1704,"Lower","Squat (Barbell)",5,315,8,0,0,"",""
1705,"Lower","Squat (Barbell)",6,315,8,0,0,"",""
1706,"Lower","Squat (Barbell)",7,315,8,0,0,"",""
1707,"Lower","Cycling",1,0,0,2,660,"",""
1708,"Lower","Leg outward fly",1,110,12,0,0,"",""
1709,"Lower","Leg outward fly",2,110,12,0,0,"",""
1710,"Lower","Leg outward fly",3,110,12,0,0,"",""
1711,"Shoulder","Seated Shoulder  Press (Barbell)",1,135,5,0,0,"",""
1712,"Shoulder","Seated Shoulder  Press (Barbell)",2,185,6,0,0,"",""
1713,"Shoulder","Seated Shoulder  Press (Barbell)",3,205,8,0,0,"",""
1714,"Shoulder","Seated Shoulder  Press (Barbell)",4,205,8,0,0,"",""
1715,"Shoulder","Seated Shoulder  Press (Barbell)",5,210,8,0,0,"",""
1716,"Shoulder","Seated Shoulder  Press (Barbell)",6,210,8,0,0,"",""
1717,"Shoulder","Weighted dips",1,0,8,0,0,"",""
1718,"Shoulder","Weighted dips",2,0,8,0,0,"",""
1719,"Shoulder","Weighted dips",3,45,10,0,0,"",""
1720,"Shoulder","Weighted dips",4,90,10,0,0,"",""
1721,"Shoulder","Weighted dips",5,90,10,0,0,"",""
1722,"Shoulder","Seated Military Press",1,135,5,0,0,"",""
1723,"Shoulder","Seated Military Press",2,185,6,0,0,"",""
1724,"Shoulder","Seated Military Press",3,205,8,0,0,"",""
1725,"Shoulder","Seated Military Press",4,205,8,0,0,"",""
1726,"Shoulder","Seated Military Press",5,210,8,0,0,"",""
1727,"Shoulder","Seated Military Press",6,210,8,0,0,"",""
1728,"Shoulder","Weighted dips",1,0,8,0,0,"",""
1729,"Shoulder","Weighted dips",2,0,8,0,0,"",""
1730,"Shoulder","Weighted dips",3,45,10,0,0,"",""
1731,"Shoulder","Weighted dips",4,90,10,0,0,"",""
1732,"Shoulder","Weighted dips",5,90,10,0,0,"",""
1733,"Lower","Squat",1,185,8,0,0,"",""
1734,"Lower","Squat",2,185,3,0,0,"",""
1735,"Lower","Squat",3,225,6,0,0,"",""
1736,"Lower","Squat",4,225,8,0,0,"",""
1737,"Lower","Squat",5,275,6,0,0,"",""
1738,"Lower","Squat",6,320,6,0,0,"",""
1739,"Lower","Squat",7,320,6,0,0,"",""
1740,"Lower","Squat (Barbell)",1,185,8,0,0,"",""
1741,"Lower","Squat (Barbell)",2,185,3,0,0,"",""
1742,"Lower","Squat (Barbell)",3,225,6,0,0,"",""
1743,"Lower","Squat (Barbell)",4,225,8,0,0,"",""
1744,"Lower","Squat (Barbell)",5,275,6,0,0,"",""
1745,"Lower","Squat (Barbell)",6,320,6,0,0,"",""
1746,"Lower","Squat (Barbell)",7,320,6,0,0,"",""
1747,"Back","Chin Up",1,52.5,10,0,0,"",""
1748,"Back","Chin Up",2,52.5,10,0,0,"",""
1749,"Back","Chin Up",3,52.5,10,0,0,"",""
1750,"Back","Chin Up",4,10,12,0,0,"",""
1751,"Back","Rear delt fly",1,130,12,0,0,"",""
1752,"Back","Rear delt fly",2,125,12,0,0,"",""
1753,"Back","Rear delt fly",3,115,12,0,0,"",""
1754,"Back","Rear delt fly",4,115,10,0,0,"",""
1755,"Back","Seated Cable Row (close Grip)",1,145,10,0,0,"",""
1756,"Back","Seated Cable Row (close Grip)",2,145,12,0,0,"",""
1757,"Back","Seated Cable Row (close Grip)",3,190,10,0,0,"",""
1758,"Back","Bicep Curl (Barbell)",1,95,12,0,0,"",""
1759,"Back","Bicep Curl (Barbell)",2,95,12,0,0,"",""
1760,"Back","Chin Up",1,52.5,10,0,0,"",""
1761,"Back","Chin Up",2,52.5,10,0,0,"",""
1762,"Back","Chin Up",3,52.5,10,0,0,"",""
1763,"Back","Chin Up",4,10,12,0,0,"",""
1764,"Back","Rear delt fly",1,130,12,0,0,"",""
1765,"Back","Rear delt fly",2,125,12,0,0,"",""
1766,"Back","Rear delt fly",3,115,12,0,0,"",""
1767,"Back","Rear delt fly",4,115,10,0,0,"",""
1768,"Back","Seated Row",1,145,10,0,0,"",""
1769,"Back","Seated Row",2,145,12,0,0,"",""
1770,"Back","Seated Row",3,190,10,0,0,"",""
1771,"Back","Bicep Curl (barbell )",1,95,12,0,0,"",""
1772,"Back","Bicep Curl (barbell )",2,95,12,0,0,"",""
1773,"Chest","Incline Bench Press",1,135,6,0,0,"",""
1774,"Chest","Incline Bench Press",2,135,6,0,0,"",""
1775,"Chest","Incline Bench Press",3,185,8,0,0,"",""
1776,"Chest","Incline Bench Press",4,240,6,0,0,"",""
1777,"Chest","Incline Bench Press",5,240,6,0,0,"",""
1778,"Chest","Incline Bench Press",6,245,7,0,0,"",""
1779,"Chest","Incline Bench Press",7,245,5,0,0,"",""
1780,"Chest","Incline Bench Press",8,185,8,0,0,"",""
1781,"Chest","Weighted dips",1,0,8,0,0,"",""
1782,"Chest","Tricep Extension",1,90,10,0,0,"",""
1783,"Chest","Tricep Extension",2,90,10,0,0,"",""
1784,"Chest","Seated Military Press (Dumbbell)",1,45,10,0,0,"",""
1785,"Chest","Seated Military Press (Dumbbell)",2,140,10,0,0,"",""
1786,"Chest","Seated Military Press (Dumbbell)",3,140,10,0,0,"",""
1787,"Chest","Seated Military Press (Dumbbell)",4,140,8,0,0,"",""
1788,"Chest","Rotator cuff work. ",1,10,12,0,0,"",""
1789,"Chest","Rotator cuff work. ",2,10,12,0,0,"",""
1790,"Chest","Rotator cuff work. ",3,10,12,0,0,"",""
1791,"Chest","Incline Bench Press (Barbell)",1,135,6,0,0,"",""
1792,"Chest","Incline Bench Press (Barbell)",2,135,6,0,0,"",""
1793,"Chest","Incline Bench Press (Barbell)",3,185,8,0,0,"",""
1794,"Chest","Incline Bench Press (Barbell)",4,240,6,0,0,"",""
1795,"Chest","Incline Bench Press (Barbell)",5,240,6,0,0,"",""
1796,"Chest","Incline Bench Press (Barbell)",6,245,7,0,0,"",""
1797,"Chest","Incline Bench Press (Barbell)",7,245,5,0,0,"",""
1798,"Chest","Incline Bench Press (Barbell)",8,185,8,0,0,"",""
1799,"Chest","Weighted dips",1,0,8,0,0,"",""
1800,"Chest","Tricep Extension",1,90,10,0,0,"",""
1801,"Chest","Tricep Extension",2,90,10,0,0,"",""
1802,"Chest","Seated Shoulder Press (Dumbbell)",1,45,10,0,0,"",""
1803,"Chest","Seated Shoulder Press (Dumbbell)",2,140,10,0,0,"",""
1804,"Chest","Seated Shoulder Press (Dumbbell)",3,140,10,0,0,"",""
1805,"Chest","Seated Shoulder Press (Dumbbell)",4,140,8,0,0,"",""
1806,"Chest","Rotator cuff work. ",1,10,12,0,0,"",""
1807,"Chest","Rotator cuff work. ",2,10,12,0,0,"",""
1808,"Chest","Rotator cuff work. ",3,10,12,0,0,"",""
1809,"Lower","Squat (Barbell)",1,185,6,0,0,"",""
1810,"Lower","Squat (Barbell)",2,185,6,0,0,"",""
1811,"Lower","Squat (Barbell)",3,225,6,0,0,"",""
1812,"Lower","Squat (Barbell)",4,245,6,0,0,"",""
1813,"Lower","Squat (Barbell)",5,295,5,0,0,"",""
1814,"Lower","Squat (Barbell)",6,315,6,0,0,"",""
1815,"Lower","Squat (Barbell)",7,325,6,0,0,"",""
1816,"Lower","Squat (Barbell)",8,330,6,0,0,"",""
1817,"Lower","Leg curl",1,125,12,0,0,"",""
1818,"Lower","Leg curl",2,135,12,0,0,"",""
1819,"Lower","Leg curl",3,135,12,0,0,"",""
1820,"Lower","Leg press (hinge )",1,360,12,0,0,"",""
1821,"Lower","Leg press (hinge )",2,360,12,0,0,"",""
1822,"Lower","Leg press (hinge )",3,360,12,0,0,"",""
1823,"Lower","Squat",1,185,6,0,0,"",""
1824,"Lower","Squat",2,185,6,0,0,"",""
1825,"Lower","Squat",3,225,6,0,0,"",""
1826,"Lower","Squat",4,245,6,0,0,"",""
1827,"Lower","Squat",5,295,5,0,0,"",""
1828,"Lower","Squat",6,315,6,0,0,"",""
1829,"Lower","Squat",7,325,6,0,0,"",""
1830,"Lower","Squat",8,330,6,0,0,"",""
1831,"Lower","Leg curl",1,125,12,0,0,"",""
1832,"Lower","Leg curl",2,135,12,0,0,"",""
1833,"Lower","Leg curl",3,135,12,0,0,"",""
1834,"Lower","Leg press",1,360,12,0,0,"",""
1835,"Lower","Leg press",2,360,12,0,0,"",""
1836,"Lower","Leg press",3,360,12,0,0,"",""
1837,"Back","Chin Up",1,55,12,0,0,"",""
1838,"Back","Chin Up",2,55,12,0,0,"",""
1839,"Back","Chin Up",3,55,10,0,0,"",""
1840,"Back","Chin Up",4,0,12,0,0,"",""
1841,"Back","Chin Up",5,0,12,0,0,"",""
1842,"Back","Rear delt fly",1,130,12,0,0,"",""
1843,"Back","T-bar Row",1,115,10,0,0,"",""
1844,"Back","T-bar Row",2,115,10,0,0,"",""
1845,"Back","T-bar Row",3,115,10,0,0,"",""
1846,"Back","T-bar Row",4,115,10,0,0,"",""
1847,"Back","Chin Up",1,55,12,0,0,"",""
1848,"Back","Chin Up",2,55,12,0,0,"",""
1849,"Back","Chin Up",3,55,10,0,0,"",""
1850,"Back","Chin Up",4,0,12,0,0,"",""
1851,"Back","Chin Up",5,0,12,0,0,"",""
1852,"Back","Rear delt fly",1,130,12,0,0,"",""
1853,"Back","T-bar Row",1,115,10,0,0,"",""
1854,"Back","T-bar Row",2,115,10,0,0,"",""
1855,"Back","T-bar Row",3,115,10,0,0,"",""
